0,1,0,1,0 | 4,11,4,11,4 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,42,4 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,42,4 | S=(0,0) | I=(2,0) | sp=1 | ip=882
0,1,0,1,0 | 4,24,12,42,4 | S=(0,0) | I=(2,0) | sp=912 | ip=1
0,1,0,1,0 | 4,24,12,53,6 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,54,6 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,54,7 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,54,8 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,55,7 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,55,8 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 4,24,12,55,12 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,22,6,22,4 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,22,6,22,4 | S=(0,0) | I=(2,0) | sp=912 | ip=1
0,1,0,1,0 | 6,22,6,22,6 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,22,6,22,6 | S=(0,0) | I=(2,0) | sp=882 | ip=1
0,1,0,1,0 | 6,22,6,22,6 | S=(0,0) | I=(2,0) | sp=22 | ip=1
0,1,0,1,0 | 6,22,6,22,6 | S=(0,0) | I=(2,0) | sp=97 | ip=1
0,1,0,1,0 | 6,22,6,22,6 | S=(0,0) | I=(2,0) | sp=912 | ip=1
0,1,0,1,0 | 6,22,6,22,6 | S=(0,0) | I=(2,0) | sp=934 | ip=1
0,1,0,1,0 | 6,33,8,33,6 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,33,8,33,7 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,33,8,33,7 | S=(0,0) | I=(2,0) | sp=912 | ip=1
0,1,0,1,0 | 6,33,8,33,8 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,33,8,33,8 | S=(0,0) | I=(2,0) | sp=912 | ip=1
0,1,0,1,0 | 6,35,12,42,4 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,35,12,42,4 | S=(0,0) | I=(2,0) | sp=882 | ip=1
0,1,0,1,0 | 6,35,12,42,4 | S=(0,0) | I=(2,0) | sp=22 | ip=1
0,1,0,1,0 | 6,35,12,42,4 | S=(0,0) | I=(2,0) | sp=912 | ip=1
0,1,0,1,0 | 6,35,12,53,6 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,35,12,54,7 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,35,12,54,8 | S=(0,0) | I=(2,0) | sp=1 | ip=1
0,1,0,1,0 | 6,35,12,54,8 | S=(0,0) | I=(2,0) | sp=912 | ip=1
