0,1,0,1,0,1,0,1,0 | 4,11,4,11,4,11,4,22,6 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 4,11,4,11,4,11,4,23,7 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 4,11,4,11,4,11,4,23,8 | S=(0,0) | I= | sp=912 | ip=
0,1,0,1,0,1,0,1,0 | 4,11,4,11,4,11,4,24,8 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 4,11,4,24,12,55,12,53,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 4,11,4,24,12,55,12,55,6 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 4,23,8,33,8,33,8,33,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 4,24,12,55,12,54,8,33,6 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 4,24,12,55,12,55,12,53,4 | S=(0,0) | I= | sp=912 | ip=
0,1,0,1,0,1,0,1,0 | 4,24,12,55,12,55,12,55,6 | S=(0,0) | I= | sp=912 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,22,6,22,6,33,7 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,22,6,22,6,33,7 | S=(0,0) | I= | sp=22 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,22,6,22,6,33,8 | S=(0,0) | I= | sp=97 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,22,6,22,6,34,8 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,22,6,22,6,34,8 | S=(0,0) | I= | sp=22 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,22,6,22,6,35,12 | S=(0,0) | I= | sp=936 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,22,6,35,12,42,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,22,6,35,12,42,4,11,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,33,8,33,8,33,6,22,6 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,33,8,33,8,33,7,33,7 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,33,8,33,8,33,7,33,8 | S=(0,0) | I= | sp=912 | ip=
0,1,0,1,0,1,0,1,0 | 6,33,8,33,8,33,8,33,4 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 6,33,8,33,8,33,8,33,4 | S=(0,0) | I= | sp=22 | ip=
0,1,0,1,0,1,0,1,0 | 6,33,8,33,8,33,8,44,8 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,42,4,11,4,11,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,55,12,53,6,22,6 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,55,12,54,8,33,7 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,55,12,54,8,33,8 | S=(0,0) | I= | sp=912 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,55,12,55,12,53,4 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,55,12,55,12,53,4 | S=(0,0) | I= | sp=22 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,55,12,55,12,55,6 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 6,35,12,55,12,55,12,55,6 | S=(0,0) | I= | sp=22 | ip=
0,1,0,1,0,1,0,1,0 | 6,45,12,55,12,55,12,53,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 6,45,12,55,12,55,12,55,6 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,33,6,22,6 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,33,7,33,7 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,33,7,33,8 | S=(0,0) | I= | sp=97 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,33,8,33,4 | S=(0,0) | I= | sp=883 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,33,8,33,4 | S=(0,0) | I= | sp=23 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,33,8,33,4 | S=(0,0) | I= | sp=33 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,33,8,44,8 | S=(0,0) | I= | sp=882 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,33,8,45,12,42,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 7,33,8,45,12,42,4,11,4 | S=(0,0) | I= | sp=1 | ip=
0,1,0,1,0,1,0,1,0 | 7,45,12,42,4,11,4,11,4 | S=(0,0) | I= | sp=1 | ip=
